"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geodata_center";"geoarea";
"198";"ГБУК города Москвы «Центральная городская молодежная библиотека имени Светлова»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большая Садовая улица, дом 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.766309";"37.590623";"894811670";"";"";
"108";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Внуково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Внуково, Большая Внуковская улица, дом 23";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.610148";"37.297287";"894811671";"";"";
"199";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №8 имени Антона Павловича Чехова";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 23, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765985";"37.610021";"894811672";"";"";
"200";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №84";"Восточный административный округ";"район Соколиная Гора";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Соколиная Гора, Щербаковская улица, дом 54";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781772";"37.738980";"894811674";"";"";
"109";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Солнцевский проспект, дом 30";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.648981";"37.410529";"894811675";"";"";
"118";"ГБУК города Москвы «ОКЦ ЗАО» Детская библиотека №219";"Западный административный округ";"район Очаково-Матвеевское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Очаково-Матвеевское, Озёрная улица, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679844";"37.458406";"894811676";"";"";
"110";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, Производственная улица, дом 5";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.649637";"37.385115";"894811677";"";"";
"119";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №202";"Западный административный округ";"район Фили-Давыдково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Фили-Давыдково, Кастанаевская улица, дом 52, строение 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734251";"37.469589";"894811678";"";"";
"111";"ГБУК города Москвы «ОКЦ САО» Библиотека №27";"Северный административный округ";"район Ховрино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ховрино, Фестивальная улица, дом 67";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.862013";"37.501482";"894811679";"";"";
"120";"ГБУК города Москвы «ОКЦ САО» Библиотека №40";"Северный административный округ";"Савёловский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савеловский, Вятская улица, дом 3";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.793630";"37.581680";"894811680";"";"";
"112";"ГБУК города Москвы «Центральная городская молодежная библиотека имени Светлова»";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Большой Тишинский переулок, дом 24";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.769190";"37.574047";"894811681";"";"";
"121";"ГБУК города Москвы «ОКЦ САО» Библиотека №46";"Северный административный округ";"район Коптево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Новопетровская улица, дом 16А";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.826588";"37.523299";"894811682";"";"";
"122";"ГБУК города Москвы «ОКЦ САО» Библиотека №33 имени Дмитрия Андреевича Фурманова";"Северный административный округ";"район Беговой";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Беговой, Беговая улица, дом 13";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.780765";"37.558427";"894811683";"";"";
"113";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №184";"Юго-Западный административный округ";"район Тёплый Стан";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Академика Варги, дом 38";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.633096";"37.479955";"894811684";"";"";
"123";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №221";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Авиаторов, дом 7";"18";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640996";"37.404003";"894811685";"";"";
"114";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №173";"Юго-Западный административный округ";"район Тёплый Стан";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Теплый Стан, улица Тёплый Стан, дом 4";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.62762";"37.489192";"894811686";"";"";
"124";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №200 «Истоки»";"Западный административный округ";"район Кунцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кунцево, улица Боженко, дом 14, корпус 4";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.732671";"37.407780";"894811687";"";"";
"115";"ГБУК города Москвы «ОКЦ ЗАО» Центральная библиотека №197 имени Ахматовой";"Западный административный округ";"район Крылатское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крылатское, улица Крылатские Холмы, дом 34";"17";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764889";"37.410196";"894811688";"";"";
"125";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №198 имени Бориса Леонидовича Пастернака";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Беловежская улица, дом 53, корпус 2";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.709632";"37.396299";"894811689";"";"";
"116";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №172";"Юго-Западный административный округ";"Обручевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Обручевский, улица Новаторов, дом 14, корпус 2";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.667169";"37.52323";"894811692";"";"";
"117";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №183 имени Данте Алигьери";"Юго-Западный административный округ";"Гагаринский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, улица Строителей, дом 8, корпус 2";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.689987";"37.535605";"894811693";"";"";
"127";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №262";"Новомосковский административный округ";"поселение Филимонковское";"Российская Федерация, город Москва, внутригородская территория поселение Филимонковское, посёлок Марьино, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.550371";"37.327219";"894811694";"";"";
"128";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №52";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Конёнкова, дом 23";"21";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.894727";"37.610745";"894811695";"";"";
"181";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №93 имени Александра Александровича Блока";"Восточный административный округ";"район Ивановское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ивановское, улица Сталеваров, дом 14, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757344";"37.839377";"894811916";"";"";
"169";"ГБУК города Москвы «ОКЦ САО» Библиотека №42 имени Андрея Платоновича Платонова";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, улица Усиевича, дом 16";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806737";"37.524336";"894811917";"";"";
"126";"ГБУК города Москвы «ОКЦ ЗАО» Детская библиотека №208 Центр культурного наследия Владимра Ивановича Даля";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, Беловежская улица, дом 39, корпус 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710769";"37.394709";"894811918";"";"";
"253";"ГБУК города Москвы «ОКЦ ЗелАО» Библиотека №255 Взрослое отделение";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1004";"15";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.985479";"37.180154";"908565704";"";"";
"254";"ГБУК города Москвы «ОКЦ СЗАО» Библиотека №229";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, Туристская улица, дом 31, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.857141";"37.419798";"908565707";"";"";
"212";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Ново-Переделкино, Боровское шоссе, дом 33, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640910";"37.361763";"908565904";"";"";
"213";"ГБУК города Москвы «ОКЦ ЗАО» Библиотека №222";"Западный административный округ";"район Солнцево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Солнцево, улица Богданова, дом 44";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651285";"37.396485";"908565905";"";"";
"214";"ГБУК города Москвы «ОКЦ ЗелАО» Библиотека №253";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1106";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.997559";"37.190211";"908565906";"";"";
"215";"ГБУК города Москвы «ОКЦ САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, улица Софьи Ковалевской, дом 10, корпус 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.883974";"37.533128";"908565907";"";"";
"216";"ГБУК города Москвы «ОКЦ САО» Детская библиотека №22 имени Льва Абрамовича Кассиля";"Северный административный округ";"район Левобережный";"город Москва, Ленинградское шоссе, дом 114";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.866113";"37.463916";"908565908";"";"";
"217";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №69";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 40";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.897678";"37.628709";"908565909";"";"";
"218";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №140";"Южный административный округ";"район Бирюлёво Восточное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Восточное, Лебедянская улица, дом 24, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.583963";"37.685952";"908565910";"";"";
"219";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №143";"Южный административный округ";"район Чертаново Центральное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Чертаново Центральное, Чертановская улица, дом 41, корпус 3, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.608434";"37.595547";"908565911";"";"";
"220";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №149";"Южный административный округ";"район Орехово-Борисово Южное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Орехово-Борисово Южное, Ясеневая улица, дом 34, корпус 4";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.603944";"37.744136";"908565912";"";"";
"221";"ГБУК города Москвы «ОКЦ ЮАО» Библиотека №160";"Южный административный округ";"район Бирюлёво Западное";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бирюлево Западное, Медынская улица, дом 11, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.581688";"37.649723";"908565913";"";"";
"222";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №105";"Юго-Восточный административный округ";"район Люблино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Люблино, улица Головачёва, дом 3, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.675355";"37.805591";"908565914";"";"";
"223";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Волгоградский проспект, дом 91";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708191";"37.749400";"908565915";"";"";
"224";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №112";"Юго-Восточный административный округ";"район Кузьминки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Кузьминки, Жигулёвская улица, дом 6, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.711417";"37.759668";"908565916";"";"";
"225";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №114";"Юго-Восточный административный округ";"район Текстильщики";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Текстильщики, Саратовская улица, дом 18/10";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.715748";"37.741297";"908565917";"";"";
"226";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №117";"Юго-Восточный административный округ";"район Некрасовка";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Некрасовка, Рождественская улица, дом 12";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702556";"37.917205";"908565918";"";"";
"227";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №124";"Юго-Восточный административный округ";"Южнопортовый район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южнопортовый, улица Сайкина, дом 9/1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.707471";"37.668606";"908565919";"";"";
"228";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, улица Перерва, дом 24, строение 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651547";"37.730553";"908565920";"";"";
"229";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №135";"Юго-Восточный административный округ";"район Марьино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Донецкая улица, дом 33";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.644608";"37.711635";"908565921";"";"";
"230";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №118";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Энергетическая улица, дом 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.761153";"37.702499";"908565922";"";"";
"231";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №126";"Юго-Восточный административный округ";"район Лефортово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лефортово, Красноказарменная улица, дом 10";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757379";"37.697837";"908565923";"";"";
"232";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №134";"Юго-Восточный административный округ";"район Капотня";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Капотня, 3-й квартал Капотня, дом 13";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.635559";"37.795565";"908565924";"";"";
"233";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 6, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817633";"37.828416";"908565925";"";"";
"234";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №76 имени Михаила Юрьевича Лермонтова";"Восточный административный округ";"район Сокольники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Сокольники, улица Шумкина, дом 17/16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788075";"37.670672";"908565926";"";"";
"235";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №89";"Восточный административный округ";"район Восточный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Восточный, улица 9 Мая, дом 14";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.817097";"37.867259";"908565927";"";"";
"255";"ГБУК города Москвы «ОКЦ ЮЗАО» Детская библиотека №177";"Юго-Западный административный округ";"Гагаринский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гагаринский, Университетский проспект, дом 9";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.696495";"37.548055";"908565928";"";"";
"256";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №182";"Юго-Западный административный округ";"Академический район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, Новочерёмушкинская улица, дом 4, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.690156";"37.585779";"908565929";"";"";
"257";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №189 «Патриот»";"Юго-Западный административный округ";"район Южное Бутово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Бутово, улица Маршала Савицкого, дом 12, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.503516";"37.58329";"908565931";"";"";
"258";"ГБУК города Москвы «ОКЦ ЮЗАО» Библиотека №193";"Юго-Западный административный округ";"район Северное Бутово";"город Москва, улица Грина, дом 11";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.567778";"37.567363";"908565932";"";"";
"271";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №49";"Северо-Восточный административный округ";"район Бибирево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бибирево, улица Корнейчука, дом 59";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.890901";"37.624525";"908565933";"";"";
"259";"ГБУК города Москвы «ОКЦ САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, улица Софьи Ковалевской, дом 8";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.882480";"37.533063";"908565934";"";"";
"272";"ГБУК города Москвы «ОКЦ ЮВАО» Библиотека №110 Подразделение 2";"Юго-Восточный административный округ";"район Выхино-Жулебино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Выхино-Жулебино, Ташкентская улица, дом 18, корпус 1";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.702297";"37.812983";"908565935";"";"";
"260";"ГБУК города Москвы «ОКЦ САО» Библиотека №30";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Коровинское шоссе, дом 22";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.880955";"37.521422";"908565936";"";"";
"273";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №12 имени Ивана Алексеевича Бунина";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, Нововаганьковский переулок, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.759370";"37.564527";"908565937";"";"";
"274";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Малая Калитниковская улица, дом 22";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.733148";"37.683967";"908565938";"";"";
"261";"ГБУК города Москвы «ОКЦ САО» Библиотека №41";"Северный административный округ";"Хорошёвский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хорошевский, улица Куусинена, дом 6, корпус 6";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.781466";"37.517234";"908565939";"";"";
"275";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №16";"Центральный административный округ";"Таганский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Таганский, Волгоградский проспект, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.728930";"37.675541";"908565940";"";"";
"262";"ГБУК города Москвы «ОКЦ САО» Библиотека №44";"Северный административный округ";"Головинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Смольная улица, дом 11";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846047";"37.498272";"908565941";"";"";
"263";"ГБУК города Москвы «ОКЦ САО» Библиотека №45";"Северный административный округ";"Головинский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Головинский, Пулковская улица, дом 3, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844208";"37.481484";"908565942";"";"";
"276";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №19 имени Достоевского";"Центральный административный округ";"Басманный район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Басманный, улица Макаренко, дом 1/19";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.761254";"37.646534";"908565943";"";"";
"264";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №259";"Новомосковский административный округ";"поселение Московский";"город Москва, город Московский, 1-й микрорайон, дом 49";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.601981";"37.345688";"908565944";"";"";
"277";"ГБУК города Москвы «ОКЦ ЦАО» Библиотека №2 имени Юрия Валентиновича Трифонова";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 4-я Тверская-Ямская улица, дом 26/8";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.774558";"37.593857";"908565945";"";"";
"265";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №261";"Новомосковский административный округ";"поселение Сосенское";"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Газопровод, дом 16";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.582497";"37.476339";"908565946";"";"";
"266";"ГБУК города Москвы «ОКЦ «Новомосковская» Библиотека №264";"Новомосковский административный округ";"поселение Сосенское";"Российская Федерация, город Москва, внутригородская территория поселение Сосенское, посёлок Коммунарка, дом 14";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.570054";"37.477830";"908565947";"";"";
"278";"ГБУК города Москвы «Центральная городская детская библиотека имени Аркадия Петровича Гайдара»";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, 3-я Фрунзенская улица, дом 9";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.721234";"37.576816";"908565948";"";"";
"267";"ГБУК города Москвы «ОКЦ САО» Детская библиотека №22 имени Льва Абрамовича Кассиля";"Северный административный округ";"район Левобережный";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Левобережный, Ленинградское шоссе, дом 120";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.867632";"37.462873";"908565949";"";"";
"279";"ГБУК города Москвы «Дом Лосева»";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, улица Арбат, дом 33";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.749532";"37.592402";"908565950";"";"";
"268";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №68";"Северо-Восточный административный округ";"Лосиноостровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Лосиноостровский, Челюскинская улица, дом 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879117";"37.700873";"908565951";"";"";
"280";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №51";"Северо-Восточный административный округ";"Бутырский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Бутырский, улица Гончарова, дом 17, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815858";"37.590075";"908565952";"";"";
"281";"ГБУК города Москвы «ОКЦ СВАО» Библиотека №64";"Северо-Восточный административный округ";"Алтуфьевский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Алтуфьевский, Путевой проезд, дом 38А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.877445";"37.572028";"908565954";"";"";
"249";"ГБУК города Москвы «ОКЦ ЗелАО» Центральная детская библиотека №251";"Зеленоградский административный округ";"район Матушкино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, корпус 401";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"56.000417";"37.208979";"908565955";"";"";
"236";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №90 имени Александра Сергеевича Неверова";"Восточный административный округ";"район Вешняки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Вешняки, Вешняковская улица, дом 24Б";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.720307";"37.817564";"908565956";"";"";
"250";"ГБУК города Москвы «ОКЦ ЗелАО» Центральная библиотека №249";"Зеленоградский административный округ";"район Савёлки";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Савелки, город Зеленоград, корпус 607А";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.988435";"37.23044";"908565957";"";"";
"237";"ГБУК города Москвы «ОКЦ ВАО» Библиотека №92 Культурный центр Корнея Ивановича Чуковского";"Восточный административный округ";"район Перово";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Перово, 1-я Владимирская улица, дом 15, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758245";"37.776673";"908565958";"";"";
